date,id
2016-01-01,3018
2016-01-01,2939
2016-01-01,3299
2016-01-01,3034
2016-01-01,3031
2016-01-01,3302
2016-01-01,3181
2016-01-01,3429
2016-01-01,3063
2016-01-01,3398
2016-01-01,3033
2016-01-01,3039
2016-01-01,3348
2016-01-01,2776
2016-01-01,2919
2016-01-01,2780
2016-01-01,3349
2016-01-01,3350
2016-01-01,3111
2016-01-01,3347
2016-01-01,3162
2016-01-01,3378
2016-01-01,3466
2016-01-01,2835
2016-01-01,3457
2016-01-01,3163
2016-01-01,3022
2016-01-01,3165
2016-01-01,3292
2016-01-01,3461
2016-01-01,3120
2016-01-01,3343
2016-01-01,2796
2016-01-01,3409
2016-01-01,3357
2016-01-01,3115
2016-01-01,2828
2016-01-01,3341
2016-01-01,3438
2016-01-01,3166
2016-01-01,3276
2016-01-01,3337
2016-01-01,3358
2016-01-01,3333
2016-01-01,3332
2016-01-01,3028
2016-01-01,3032
2016-01-01,2891
2016-01-01,3400
2016-01-01,3329
2016-01-01,3255
2016-01-01,3448
2016-01-01,3328
2016-01-01,3450
2016-01-01,3404
2016-01-01,3254
2016-01-01,3415
2016-01-01,3324
2016-01-01,2786
2016-01-01,3412
2016-01-01,3321
2016-01-01,3318
2016-01-01,2837
2016-01-01,3168
2016-01-01,3420
2016-01-01,3413
2016-01-01,2926
2016-01-01,3013
2016-01-01,3041
2016-01-01,3374
2016-01-01,3026
2016-01-01,3012
2016-01-01,3465
2016-01-01,3038
2016-01-01,3225
2016-01-01,3180
2016-01-01,3025
2016-01-01,3315
2016-01-01,3226
2016-01-01,3256
2016-01-01,3174
2016-01-01,3176
2016-01-01,3171
2016-01-01,3312
2016-01-01,2777
2016-01-01,3177
2016-01-01,3459
2016-01-01,3221
2016-01-01,2938
2016-01-01,3432
2016-01-01,3027
2016-01-01,2965
2016-01-01,2798
2016-01-01,3437
2016-01-01,3310
2016-01-01,2815
2016-01-01,3077
2016-01-01,3372
2016-01-01,2929
2016-01-01,3250
2016-01-01,3218
2016-01-01,3239
2016-01-01,3434
2016-01-01,2930
2016-01-01,3076
2016-01-01,3346
2016-01-01,3014
2016-01-01,3345
2016-01-01,3351
2016-01-01,2941
2016-01-01,3178
2016-01-01,3182
2016-01-01,3247
2016-01-01,3216
2016-01-01,3008
2016-01-01,3344
2016-01-01,3436
2016-01-01,3458
2016-01-01,3356
2016-01-01,3205
2016-01-01,3317
2016-01-01,2942
2016-01-01,3283
2016-01-01,3406
2016-01-01,3316
2016-01-01,3445
2016-01-01,2351
2016-01-01,3228
2016-01-01,3252
2016-01-01,3377
2016-01-01,3354
2016-01-01,3375
2016-01-01,3401
2016-01-01,3426
2016-01-01,3080
2016-01-01,3251
2016-01-01,3311
2016-01-01,3279
2016-01-01,2355
2016-01-01,3209
2016-01-01,3289
2016-01-01,3307
2016-01-01,3082
2016-01-01,3230
2016-01-01,3229
2016-01-01,3275
2016-01-01,2779
2016-01-01,3231
2016-01-01,3238
2016-01-01,3387
2016-01-01,2928
2016-01-01,2801
2016-01-01,2892
2016-01-01,3210
2016-01-01,3407
2016-01-01,3305
2016-01-01,3179
2016-01-01,3117
2016-01-01,3355
2016-01-01,3442
2016-01-01,3023
2016-01-01,3037
2016-01-01,3300
2016-01-01,3360
2016-01-01,3217
2016-01-01,3423
2016-01-01,3440
2016-01-01,3211
2016-01-01,3242
2016-01-01,2799
2016-01-01,3090
2016-01-01,3092
2016-01-01,2818
2016-01-01,3379
2016-01-01,3298
2016-01-01,3035
2016-01-01,3286
2016-01-01,3373
2016-01-01,3297
2016-01-01,3019
2016-01-01,3296
2016-01-01,3301
2016-01-01,3309
2016-01-01,3314
2016-01-01,3236
2016-01-01,3285
2016-01-01,3365
2016-01-01,3215
2016-01-01,2927
2016-01-01,3243
2016-01-01,3322
2016-01-01,3281
2016-01-01,3320
2016-01-01,3435
2016-01-01,3427
2016-01-01,3017
2016-01-01,3342
2016-01-01,3339
2016-01-01,3170
2016-01-01,3335
2016-01-01,3327
2016-01-01,3414
2016-01-01,3428
2016-01-01,3207
2016-02-01,3106
2016-02-01,3451
2016-02-01,3446
2016-02-01,3449
2016-02-01,3260
2016-02-01,3460
2016-02-01,3472
2016-02-01,3533
2016-02-01,3452
2016-02-01,3267
2016-02-01,3146
2016-02-01,3149
2016-02-01,3471
2016-02-01,3468
2016-02-01,3103
2016-02-01,3104
2016-02-01,3532
2016-02-01,3157
2016-02-01,3443
2016-02-01,3474
2016-02-01,3277
2016-02-01,3531
2016-02-01,3537
2016-02-01,3539
2016-02-01,3470
2016-02-01,3473
2016-02-01,3475
2016-02-01,3105
2016-02-01,2931
2016-02-01,3536
2016-02-01,3530
2016-02-01,3447
2016-02-01,3369
2016-02-01,3107
2016-02-01,3259
2016-02-01,3282
2016-02-01,3258
2016-02-01,3444
2016-02-01,3535
2016-02-01,3232
2016-02-01,3257
2016-02-01,3538
2016-02-01,3088
2016-02-01,3534
2016-02-01,3261
2016-02-01,3540
2016-02-01,3364
2016-02-01,3278
2016-03-01,3618
2016-03-01,3734
2016-03-01,3605
2016-03-01,3630
2016-03-01,3710
2016-03-01,3843
2016-03-01,3670
2016-03-01,3562
2016-03-01,3687
2016-03-01,3709
2016-03-01,3737
2016-03-01,3109
2016-03-01,3646
2016-03-01,3657
2016-03-01,3652
2016-03-01,3582
2016-03-01,3571
2016-03-01,3639
2016-03-01,3717
2016-03-01,3634
2016-03-01,3024
2016-03-01,3638
2016-03-01,3745
2016-03-01,3676
2016-03-01,3640
2016-03-01,3738
2016-03-01,3945
2016-03-01,3579
2016-03-01,3751
2016-03-01,3677
2016-03-01,3635
2016-03-01,3715
2016-03-01,3716
2016-03-01,3744
2016-03-01,3580
2016-03-01,3574
2016-03-01,3593
2016-03-01,3889
2016-03-01,3551
2016-03-01,3654
2016-03-01,3637
2016-03-01,3589
2016-03-01,3581
2016-03-01,3594
2016-03-01,3688
2016-03-01,3627
2016-03-01,3636
2016-03-01,3616
2016-03-01,3604
2016-03-01,3641
2016-03-01,3847
2016-03-01,3775
2016-03-01,3759
2016-03-01,3587
2016-03-01,3572
2016-03-01,3592
2016-03-01,3633
2016-03-01,3591
2016-03-01,3689
2016-03-01,3849
2016-03-01,3642
2016-03-01,3650
2016-03-01,3746
2016-03-01,3844
2016-03-01,3603
2016-03-01,3683
2016-03-01,3720
2016-03-01,3647
2016-03-01,3719
2016-03-01,3565
2016-03-01,3708
2016-03-01,3615
2016-03-01,3675
2016-03-01,3645
2016-03-01,3612
2016-03-01,3678
2016-03-01,3773
2016-03-01,3648
2016-03-01,3607
2016-03-01,3718
2016-03-01,3890
2016-03-01,3939
2016-03-01,3850
2016-03-01,3600
2016-03-01,3692
2016-03-01,3608
2016-03-01,3888
2016-03-01,3595
2016-03-01,3818
2016-03-01,3596
2016-03-01,3614
2016-03-01,3891
2016-03-01,3628
2016-03-01,3686
2016-03-01,3564
2016-03-01,3602
2016-03-01,3649
2016-03-01,3613
2016-03-01,3632
2016-03-01,3573
2016-03-01,3656
2016-03-01,3705
2016-03-01,3690
2016-03-01,3673
2016-03-01,3651
2016-03-01,3685
2016-03-01,3585
2016-03-01,3893
2016-03-01,3679
2016-03-01,3761
2016-03-01,3774
2016-03-01,3575
2016-03-01,3644
2016-03-01,3610
2016-03-01,3672
2016-03-01,3568
2016-03-01,3681
2016-03-01,3695
2016-03-01,3671
2016-03-01,3619
2016-03-01,3643
2016-03-01,3570
2016-03-01,3527
2016-03-01,3599
2016-03-01,3655
2016-03-01,3548
2016-03-01,3892
2016-03-01,3680
2016-03-01,3845
2016-03-01,3611
2016-03-01,3606
2016-03-01,3631
2016-03-01,3547
2016-04-01,4102
2016-04-01,4430
2016-04-01,4671
2016-04-01,4522
2016-04-01,4597
2016-04-01,4657
2016-04-01,4556
2016-04-01,4771
2016-04-01,4871
2016-04-01,4111
2016-04-01,4817
2016-04-01,4573
2016-04-01,4736
2016-04-01,4588
2016-04-01,4681
2016-04-01,4757
2016-04-01,4665
2016-04-01,4435
2016-04-01,4598
2016-04-01,4073
2016-04-01,4188
2016-04-01,4529
2016-04-01,4293
2016-04-01,4338
2016-04-01,4703
2016-04-01,4655
2016-04-01,4773
2016-04-01,4759
2016-04-01,4670
2016-04-01,4635
2016-04-01,4758
2016-04-01,4907
2016-04-01,4479
2016-04-01,4697
2016-04-01,4081
2016-04-01,4322
2016-04-01,4075
2016-04-01,4868
2016-04-01,4589
2016-04-01,4561
2016-04-01,3925
2016-04-01,3930
2016-04-01,4810
2016-04-01,4793
2016-04-01,4822
2016-04-01,3942
2016-04-01,4626
2016-04-01,4085
2016-04-01,4323
2016-04-01,4453
2016-04-01,4614
2016-04-01,4443
2016-04-01,4548
2016-04-01,4869
2016-04-01,4711
2016-04-01,4572
2016-04-01,887
2016-04-01,4503
2016-04-01,4457
2016-04-01,4446
2016-04-01,4595
2016-04-01,4559
2016-04-01,4648
2016-04-01,4439
2016-04-01,4637
2016-04-01,4512
2016-04-01,4666
2016-04-01,4787
2016-04-01,4802
2016-04-01,4103
2016-04-01,4570
2016-04-01,4800
2016-04-01,4748
2016-04-01,4413
2016-04-01,4237
2016-04-01,4560
2016-04-01,4846
2016-04-01,4416
2016-04-01,4575
2016-04-01,4344
2016-04-01,4686
2016-04-01,4549
2016-04-01,4733
2016-04-01,4874
2016-04-01,4814
2016-04-01,4552
2016-04-01,4834
2016-04-01,4653
2016-04-01,4524
2016-04-01,4550
2016-04-01,4651
2016-04-01,4753
2016-04-01,4568
2016-04-01,4745
2016-04-01,4674
2016-04-01,4783
2016-04-01,4775
2016-04-01,4777
2016-04-01,4086
2016-04-01,4089
2016-04-01,4734
2016-04-01,4292
2016-04-01,4596
2016-04-01,4694
2016-04-01,4564
2016-04-01,4460
2016-04-01,4317
2016-04-01,4737
2016-04-01,4530
2016-04-01,3934
2016-04-01,4423
2016-04-01,4320
2016-04-01,4449
2016-04-01,4291
2016-04-01,4412
2016-04-01,4776
2016-04-01,4440
2016-04-01,4289
2016-04-01,4581
2016-04-01,4870
2016-04-01,4478
2016-04-01,4576
2016-04-01,4574
2016-04-01,4885
2016-04-01,4451
2016-04-01,4916
2016-04-01,4580
2016-04-01,4583
2016-04-01,4780
2016-04-01,4428
2016-04-01,4696
2016-04-01,4518
2016-04-01,4710
2016-04-01,4879
2016-04-01,4599
2016-04-01,4047
2016-04-01,4739
2016-04-01,4426
2016-04-01,4076
2016-04-01,4345
2016-04-01,4282
2016-04-01,4702
2016-04-01,4746
2016-04-01,4494
2016-04-01,4326
2016-04-01,4464
2016-04-01,4692
2016-04-01,4628
2016-04-01,4504
2016-04-01,4940
2016-04-01,4726
2016-04-01,4690
2016-04-01,4386
2016-04-01,4629
2016-04-01,4618
2016-04-01,4507
2016-04-01,4659
2016-04-01,4462
2016-04-01,4803
2016-04-01,4640
2016-04-01,4724
2016-04-01,4880
2016-04-01,4563
2016-04-01,4554
2016-04-01,4415
2016-04-01,4917
2016-04-01,4167
2016-04-01,3928
2016-04-01,4468
2016-04-01,4055
2016-04-01,4695
2016-04-01,4194
2016-04-01,4844
2016-04-01,4569
2016-04-01,4104
2016-04-01,4796
2016-04-01,4849
2016-04-01,4429
2016-04-01,4562
2016-04-01,4553
2016-04-01,4751
2016-04-01,4515
2016-04-01,4324
2016-04-01,3030
2016-04-01,4223
2016-04-01,4760
2016-04-01,4577
2016-04-01,4519
2016-04-01,4427
2016-04-01,4311
2016-04-01,4910
2016-04-01,4797
2016-04-01,4551
2016-04-01,4827
2016-04-01,4701
2016-04-01,4472
2016-04-01,4749
2016-04-01,4166
2016-04-01,4498
2016-04-01,4664
2016-04-01,4249
2016-04-01,4585
2016-04-01,4438
2016-04-01,4096
2016-04-01,4587
2016-04-01,4316
2016-04-01,4448
2016-04-01,4300
2016-04-01,4458
2016-04-01,4538
2016-04-01,4747
2016-04-01,4663
2016-04-01,4714
2016-04-01,4821
2016-04-01,4450
2016-04-01,4318
2016-04-01,4721
2016-04-01,4431
2016-04-01,4677
2016-04-01,4243
2016-04-01,4712
2016-04-01,4848
2016-04-01,4432
2016-04-01,4590
2016-04-01,3924
2016-04-01,4516
2016-04-01,4525
2016-04-01,4716
2016-04-01,4669
2016-04-01,4421
2016-04-01,4578
2016-04-01,4816
2016-04-01,4675
2016-04-01,4937
2016-04-01,4592
2016-04-01,4284
2016-04-01,4417
2016-04-01,4605
2016-04-01,4959
2016-04-01,4718
2016-04-01,4740
2016-04-01,4557
2016-04-01,4861
2016-04-01,4729
2016-04-01,4602
2016-04-01,4730
2016-04-01,4704
2016-04-01,4709
2016-04-01,3984
2016-04-01,4755
2016-04-01,4824
2016-04-01,4542
2016-04-01,4772
2016-04-01,4604
2016-04-01,4903
2016-04-01,4420
2016-04-01,4419
2016-04-01,4700
2016-04-01,4461
2016-04-01,4705
2016-04-01,4484
2016-04-01,4735
2016-04-01,4761
2016-04-01,4754
2016-04-01,4634
2016-04-01,4231
2016-04-01,4253
2016-04-01,4608
2016-04-01,4505
2016-04-01,4779
2016-04-01,4708
2016-04-01,4571
2016-04-01,4672
2016-04-01,4283
2016-04-01,4826
2016-04-01,4054
2016-04-01,4473
2016-04-01,4593
2016-04-01,4878
2016-04-01,4799
2016-04-01,4463
2016-04-01,4497
2016-04-01,3691
2016-04-01,4699
2016-04-01,4199
2016-04-01,4536
2016-04-01,4048
2016-04-01,3940
2016-04-01,4725
2016-04-01,4952
2016-04-01,4500
2016-04-01,4541
2016-04-01,4537
2016-04-01,4465
2016-04-01,4784
2016-04-01,4732
2016-04-01,4905
2016-04-01,4795
2016-04-01,4883
2016-04-01,4120
2016-04-01,4544
2016-04-01,4782
2016-04-01,4678
2016-04-01,4565
2016-04-01,4312
2016-04-01,4840
2016-04-01,4506
2016-04-01,4623
2016-04-01,4434
2016-04-01,4225
2016-04-01,4644
2016-04-01,4764
2016-04-01,4480
2016-04-01,4517
2016-04-01,4295
2016-04-01,4808
2016-04-01,4613
2016-04-01,4192
2016-04-01,4731
2016-04-01,4189
2016-04-01,4088
2016-04-01,4896
2016-04-01,4584
2016-04-01,4823
2016-04-01,4698
2016-04-01,4904
2016-04-01,4668
2016-04-01,4667
2016-04-01,4501
2016-04-01,4582
2016-04-01,4939
2016-04-01,4502
2016-04-01,4738
2016-04-01,4591
2016-04-01,4301
2016-04-01,4741
2016-04-01,4706
2016-04-01,4422
2016-04-01,4226
2016-04-01,4689
2016-04-01,4539
2016-04-01,4337
2016-04-01,4074
2016-04-01,4543
2016-04-01,4656
2016-04-01,4778
2016-04-01,4046
2016-04-01,4908
2016-04-01,4466
2016-04-01,4298
2016-04-01,4224
2016-04-01,3937
2016-04-01,4707
2016-04-01,4082
2016-04-01,4425
2016-04-01,4555
2016-04-01,4547
2016-04-01,4294
2016-04-01,4424
2016-04-01,4459
2016-04-01,4713
2016-04-01,4302
2016-04-01,4255
2016-04-01,4906
2016-04-01,4693
2016-04-01,4521
2016-04-01,4445
2016-04-01,4744
2016-04-01,4579
2016-04-01,4691
2016-04-01,4281
2016-04-01,4837
2016-04-01,4535
2016-04-01,4660
2016-04-01,4642
2016-04-01,4313
2016-04-01,4825
2016-04-01,4594
2016-04-01,4286
2016-04-01,4815
2016-04-01,4456
2016-04-01,4418
2016-04-01,4688
2016-04-01,4612
2016-04-01,4742
2016-04-01,4087
2016-04-01,4765
2016-04-01,4750
2016-04-01,4843
2016-04-01,4794
2016-04-01,4719
2016-04-01,4118
2016-04-01,4662
2016-04-01,4774
2016-04-01,4567
2016-04-01,4720
2016-04-01,4238
2016-04-01,4586
2016-04-01,4469
2016-04-01,4658
2016-04-01,4715
2016-04-01,4676
2016-04-01,4488
2016-05-01,5546
2016-05-01,5221
2016-05-01,5140
2016-05-01,5489
2016-05-01,5447
2016-05-01,5555
2016-05-01,4841
2016-05-01,5588
2016-05-01,5359
2016-05-01,5342
2016-05-01,5632
2016-05-01,5184
2016-05-01,4990
2016-05-01,5154
2016-05-01,5362
2016-05-01,5560
2016-05-01,5287
2016-05-01,5188
2016-05-01,5564
2016-05-01,5562
2016-05-01,5470
2016-05-01,5516
2016-05-01,5578
2016-05-01,5253
2016-05-01,5625
2016-05-01,5301
2016-05-01,5408
2016-05-01,5349
2016-05-01,5273
2016-05-01,5211
2016-05-01,5393
2016-05-01,5198
2016-05-01,5337
2016-05-01,5369
2016-05-01,5429
2016-05-01,5341
2016-05-01,5552
2016-05-01,5297
2016-05-01,5623
2016-05-01,4901
2016-05-01,5581
2016-05-01,5572
2016-05-01,5011
2016-05-01,5394
2016-05-01,5213
2016-05-01,4341
2016-05-01,5189
2016-05-01,5400
2016-05-01,5368
2016-05-01,5295
2016-05-01,5487
2016-05-01,4931
2016-05-01,5561
2016-05-01,5624
2016-05-01,5170
2016-05-01,5454
2016-05-01,5558
2016-05-01,5387
2016-05-01,5128
2016-05-01,5593
2016-05-01,5139
2016-05-01,5366
2016-05-01,5199
2016-05-01,5218
2016-05-01,5619
2016-05-01,5348
2016-05-01,5419
2016-05-01,5290
2016-05-01,5134
2016-05-01,4886
2016-05-01,5373
2016-05-01,4965
2016-05-01,5597
2016-05-01,5417
2016-05-01,5386
2016-05-01,5162
2016-05-01,5409
2016-05-01,5039
2016-05-01,5535
2016-05-01,5403
2016-05-01,5103
2016-05-01,5533
2016-05-01,5079
2016-05-01,5043
2016-05-01,5494
2016-05-01,5203
2016-05-01,5377
2016-05-01,5104
2016-05-01,5568
2016-05-01,5473
2016-05-01,5149
2016-05-01,4991
2016-05-01,5607
2016-05-01,5611
2016-05-01,5505
2016-05-01,5300
2016-05-01,5501
2016-05-01,5421
2016-05-01,5183
2016-05-01,5135
2016-05-01,5430
2016-05-01,5182
2016-05-01,5538
2016-05-01,5153
2016-05-01,5574
2016-05-01,5352
2016-05-01,5363
2016-05-01,5080
2016-05-01,5524
2016-05-01,5224
2016-05-01,5157
2016-05-01,5240
2016-05-01,5282
2016-05-01,5333
2016-05-01,5353
2016-05-01,5628
2016-05-01,5201
2016-05-01,5270
2016-05-01,5257
2016-05-01,5577
2016-05-01,5298
2016-05-01,5191
2016-05-01,5397
2016-05-01,5286
2016-05-01,5497
2016-05-01,5478
2016-05-01,5340
2016-05-01,5355
2016-05-01,5249
2016-05-01,5584
2016-05-01,5630
2016-05-01,5566
2016-05-01,5519
2016-05-01,5428
2016-05-01,5251
2016-05-01,5223
2016-05-01,5415
2016-05-01,5486
2016-05-01,5389
2016-05-01,4851
2016-05-01,5532
2016-05-01,5376
2016-05-01,5192
2016-05-01,5596
2016-05-01,5521
2016-05-01,5530
2016-05-01,5339
2016-05-01,4899
2016-05-01,5614
2016-05-01,5155
2016-05-01,5347
2016-05-01,5529
2016-05-01,5160
2016-05-01,5014
2016-05-01,5175
2016-05-01,5462
2016-05-01,5268
2016-05-01,5034
2016-05-01,5269
2016-05-01,5565
2016-05-01,5431
2016-05-01,5398
2016-05-01,5515
2016-05-01,5051
2016-05-01,5331
2016-05-01,5131
2016-05-01,5335
2016-05-01,5370
2016-05-01,5132
2016-05-01,5228
2016-05-01,5141
2016-05-01,4845
2016-05-01,5330
2016-05-01,5214
2016-05-01,5195
2016-05-01,5099
2016-05-01,5302
2016-05-01,5595
2016-05-01,5401
2016-05-01,5238
2016-05-01,5402
2016-05-01,4992
2016-05-01,5379
2016-05-01,5439
2016-05-01,5163
2016-05-01,5048
2016-05-01,5586
2016-05-01,5127
2016-05-01,5042
2016-05-01,5093
2016-05-01,5514
2016-05-01,5248
2016-05-01,5545
2016-05-01,4994
2016-05-01,5085
2016-05-01,5406
2016-05-01,5511
2016-05-01,4958
2016-05-01,5169
2016-05-01,5271
2016-05-01,5052
2016-05-01,5525
2016-05-01,5180
2016-05-01,5028
2016-05-01,5492
2016-05-01,5038
2016-05-01,5018
2016-05-01,5208
2016-05-01,5509
2016-05-01,5527
2016-05-01,5445
2016-05-01,5073
2016-05-01,5234
2016-05-01,5247
2016-05-01,5622
2016-05-01,5283
2016-05-01,5520
2016-05-01,5206
2016-05-01,4902
2016-05-01,5207
2016-05-01,5372
2016-05-01,5613
2016-05-01,5045
2016-05-01,5231
2016-05-01,5226
2016-05-01,5432
2016-05-01,5036
2016-05-01,5130
2016-05-01,5550
2016-05-01,5299
2016-05-01,5049
2016-05-01,5245
2016-05-01,5413
2016-05-01,5375
2016-05-01,5210
2016-05-01,5187
2016-05-01,5097
2016-05-01,5044
2016-05-01,5307
2016-05-01,5304
2016-05-01,5424
2016-05-01,5196
2016-05-01,5573
2016-05-01,5284
2016-05-01,5414
2016-05-01,5329
2016-05-01,5396
2016-05-01,5152
2016-05-01,5351
2016-05-01,5477
2016-05-01,5263
2016-05-01,5185
2016-05-01,5276
2016-05-01,5416
2016-05-01,5275
2016-05-01,4988
2016-05-01,5556
2016-05-01,5391
2016-05-01,5161
2016-05-01,5156
2016-05-01,5166
2016-05-01,5612
2016-05-01,5508
2016-05-01,5510
2016-05-01,5260
2016-05-01,5261
2016-05-01,5229
2016-05-01,5627
2016-05-01,5232
2016-05-01,5547
2016-05-01,5293
2016-05-01,5434
2016-05-01,5410
2016-05-01,5319
2016-05-01,5346
2016-05-01,5382
2016-05-01,5244
2016-05-01,5186
2016-05-01,5205
2016-05-01,5033
2016-05-01,5480
2016-05-01,5212
2016-05-01,5629
2016-05-01,5381
2016-05-01,5250
2016-05-01,5582
2016-05-01,5215
2016-05-01,5233
2016-05-01,5465
2016-05-01,5427
2016-05-01,5569
2016-05-01,5174
2016-05-01,5567
2016-05-01,5219
2016-05-01,5490
2016-05-01,5479
2016-05-01,5324
2016-05-01,5390
2016-05-01,5264
2016-05-01,5019
2016-05-01,5031
2016-05-01,5006
2016-05-01,5032
2016-05-01,5543
2016-05-01,5053
2016-05-01,5617
2016-05-01,5200
2016-05-01,5575
2016-05-01,5197
2016-05-01,5225
2016-05-01,5151
2016-05-01,5638
2016-05-01,5360
2016-05-01,5576
2016-05-01,5292
2016-05-01,5371
2016-05-01,5449
2016-05-01,5285
2016-05-01,4912
2016-05-01,5356
2016-05-01,5254
2016-05-01,5095
2016-05-01,5604
2016-05-01,5345
2016-05-01,5361
2016-05-01,5327
2016-05-01,5179
2016-05-01,5259
2016-05-01,5412
2016-05-01,5159
2016-05-01,5100
2016-05-01,5291
2016-05-01,5549
2016-05-01,5136
2016-05-01,5583
2016-05-01,5237
2016-05-01,5591
2016-05-01,5074
2016-05-01,5531
2016-05-01,5420
2016-05-01,5440
2016-05-01,5194
2016-05-01,5252
2016-05-01,5500
2016-05-01,5367
2016-05-01,5548
2016-05-01,5040
2016-05-01,5256
2016-05-01,5076
2016-05-01,5437
2016-05-01,5570
2016-05-01,5277
2016-05-01,5227
2016-05-01,5181
2016-05-01,5050
2016-05-01,5388
2016-05-01,5485
2016-05-01,5266
2016-05-01,5571
2016-05-01,5318
2016-05-01,5507
2016-05-01,5222
2016-05-01,5164
2016-05-01,4909
2016-05-01,5289
2016-05-01,5178
2016-05-01,5557
2016-05-01,5173
2016-05-01,5030
2016-05-01,5037
2016-05-01,5087
2016-05-01,5216
2016-05-01,5077
2016-05-01,5262
2016-05-01,5364
2016-05-01,5204
2016-05-01,5537
2016-05-01,5380
2016-05-01,5518
2016-05-01,5472
2016-05-01,5442
2016-05-01,5142
2016-05-01,5384
2016-05-01,5433
2016-05-01,5334
2016-05-01,5272
2016-05-01,5392
2016-05-01,5536
2016-05-01,5484
2016-05-01,5126
2016-05-01,5551
2016-05-01,5296
2016-05-01,5255
2016-05-01,5047
2016-05-01,5354
2016-05-01,5594
2016-05-01,5209
2016-05-01,5035
2016-05-01,5502
2016-05-01,5332
2016-05-01,5258
2016-05-01,5436
2016-05-01,5246
2016-05-01,5158
2016-05-01,5383
2016-05-01,5029
2016-05-01,5102
2016-05-01,5098
2016-05-01,5202
2016-05-01,5441
2016-05-01,5235
2016-05-01,5378
2016-05-01,5078
2016-05-01,5418
2016-05-01,5086
2016-05-01,5176
2016-05-01,5220
2016-05-01,5534
2016-05-01,5541
2016-05-01,5242
2016-05-01,5230
2016-05-01,5631
2016-05-01,5599
2016-05-01,5060
2016-05-01,5236
2016-05-01,5323
2016-05-01,5265
2016-05-01,5122
2016-05-01,5305
2016-05-01,5096
2016-05-01,5241
2016-05-01,5239
2016-05-01,5385
2016-05-01,5046
2016-05-01,5306
2016-05-01,5444
2016-05-01,5012
2016-05-01,5280
2016-05-01,5217
2016-05-01,5082
2016-05-01,5512
2016-05-01,5483
2016-05-01,5395
2016-05-01,5350
2016-05-01,5374
2016-05-01,5267
2016-05-01,5610
2016-05-01,5539
2016-05-01,5540
2016-05-01,5091
2016-05-01,5435
2016-05-01,4911
2016-05-01,5528
2016-05-01,5522
2016-05-01,5281
2016-05-01,5365
2016-05-01,5358
2016-05-01,5554
2016-05-01,5243
2016-05-01,5482
2016-05-01,4865
2016-05-01,5150
2016-06-01,5822
2016-06-01,5843
2016-06-01,5782
2016-06-01,5969
2016-06-01,5972
2016-06-01,5770
2016-06-01,5925
2016-06-01,5980
2016-06-01,5898
2016-06-01,5823
2016-06-01,5877
2016-06-01,5685
2016-06-01,5944
2016-06-01,5739
2016-06-01,5776
2016-06-01,5941
2016-06-01,5909
2016-06-01,5930
2016-06-01,5867
2016-06-01,5749
2016-06-01,5892
2016-06-01,5870
2016-06-01,5751
2016-06-01,5832
2016-06-01,5801
2016-06-01,5803
2016-06-01,5813
2016-06-01,5882
2016-06-01,5759
2016-06-01,5774
2016-06-01,5895
2016-06-01,5943
2016-06-01,5850
2016-06-01,5840
2016-06-01,5805
2016-06-01,5794
2016-06-01,5974
2016-06-01,5684
2016-06-01,5665
2016-06-01,5982
2016-06-01,5743
2016-06-01,5700
2016-06-01,5697
2016-06-01,5772
2016-06-01,5978
